name,smiles,smiles_cleaned
triciribine,"Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23, Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23, Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23, Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23",Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23
CGS-15943,Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1,Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1
SRT1720,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1
N6-cyclopentyladenosine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12
ADL5859,"CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12, CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12",CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12
2-chloro-N6-cyclopentyladenosine,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)nc(Cl)nc12, OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)nc(Cl)nc12",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)nc(Cl)nc12
BIBR-1532,"C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1, C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1",C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1
CV-1808,Nc1nc(Nc2ccccc2)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc(Nc2ccccc2)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
PIK-75,CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O,CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O
R-96544,"COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1, COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1",COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1
posaconazole,"CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O, CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O",CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O
PETCM,OC(Cc1ccncc1)C(Cl)(Cl)Cl,OC(Cc1ccncc1)C(Cl)(Cl)Cl
artemisinin,"C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4",C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
acifran,"CC1(OC(=CC1=O)C(O)=O)c1ccccc1, CC1(OC(=CC1=O)C(O)=O)c1ccccc1",CC1(OC(=CC1=O)C(O)=O)c1ccccc1
eplerenone,"COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13, COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13, COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13",COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13
amlexanox,"CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O, CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O",CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O
atovaquone,"Clc1ccc(cc1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)c2ccccc2C1=O, Clc1ccc(cc1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)c2ccccc2C1=O",Clc1ccc(cc1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)c2ccccc2C1=O
brivanib,C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
flutrimazole,Fc1ccc(cc1)C(c1ccccc1)(c1ccccc1F)n1ccnc1,Fc1ccc(cc1)C(c1ccccc1)(c1ccccc1F)n1ccnc1
ABT-202,NC1CCN(C1)c1cccnc1,NC1CCN(C1)c1cccnc1
closantel,"Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O, Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O, Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O, Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O",Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
lorglumide,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1
apabetalone,COc1cc(OC)c2c(c1)[nH]c(nc2=O)-c1cc(C)c(OCCO)c(C)c1,COc1cc(OC)c2c(c1)[nH]c(nc2=O)-c1cc(C)c(OCCO)c(C)c1
clomifene,"CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1, CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1, CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1",CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1
LCQ908,OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1ccc(Nc2ccc(nc2)C(F)(F)F)cn1,OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1ccc(Nc2ccc(nc2)C(F)(F)F)cn1
KX2-391,O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1,O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
secnidazole,"CC(O)Cn1c(C)ncc1[N+]([O-])=O, CC(O)Cn1c(C)ncc1[N+]([O-])=O, CC(O)Cn1c(C)ncc1[N+]([O-])=O",CC(O)Cn1c(C)ncc1[N+]([O-])=O
naftopidil,"COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1, COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1, COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1, COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1, COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1, COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1, COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1",COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
vidarabine,"Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O, Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O",Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
indole-3-carbinol,OCc1c[nH]c2ccccc12,OCc1c[nH]c2ccccc12
KD-023,CCCCCCCCCCCCCCOc1ccc(o1)C(O)=O,CCCCCCCCCCCCCCOc1ccc(o1)C(O)=O
norgestrel,CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
blebbistatin-(+/-),Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c1ccccc1,Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c1ccccc1
AG-1024,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O
baicalein,"Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1, Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1, Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1",Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1
prasugrel,"CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F, CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F, CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F, CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F",CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F
zimelidine,CN(C)C\C=C(\c1ccc(Br)cc1)c1cccnc1,CN(C)C\C=C(\c1ccc(Br)cc1)c1cccnc1
JNJ-7706621,Nc1nc(Nc2ccc(cc2)S(N)(=O)=O)nn1C(=O)c1c(F)cccc1F,Nc1nc(Nc2ccc(cc2)S(N)(=O)=O)nn1C(=O)c1c(F)cccc1F
S-14506,"COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1, COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1",COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1
ku-0063794,"COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1, COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1",COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1
arctigenin,"COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O, COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O",COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O
leucovorin,"Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1, Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1, Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1",Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1
NNC-711,"OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1, OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1",OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1
cinacalcet,C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c1cccc2ccccc12,C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c1cccc2ccccc12
AC-55649,"CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O, CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O",CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O
BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1
trifluoperazine,"CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1, CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1, CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1",CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1
epothilone-a,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1
NNC-63-0532,"COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O, COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O",COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O
YM-201636,Nc1ccc(cn1)C(=O)Nc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,Nc1ccc(cn1)C(=O)Nc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1
zacopride,"COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2, COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2",COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2
KI-16425,CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl,CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl
levothyroxine,"N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O, N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O, N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O, N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O",N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O
dazmegrel,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(O)=O,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(O)=O
felodipine,"CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC, CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC, CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC",CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC
olprinone,Cc1[nH]c(=O)c(cc1-c1ccc2nccn2c1)C#N,Cc1[nH]c(=O)c(cc1-c1ccc2nccn2c1)C#N
GDC-0834,"CN1CCN(C)C(=O)C1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1, CN1CCN(C)C(=O)C1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1",CN1CCN(C)C(=O)C1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1
castanospermine,"O[C@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12, O[C@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12",O[C@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12
rifabutin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(c(O)c3C)c(O)c(NC(=O)\C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c1=NC3(CCN(CC(C)C)CC3)N=c21,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(c(O)c3C)c(O)c(NC(=O)\C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c1=NC3(CCN(CC(C)C)CC3)N=c21
histamine,"NCCc1c[nH]cn1, NCCc1c[nH]cn1, NCCc1c[nH]cn1, NCCc1c[nH]cn1, NCCc1c[nH]cn1, NCCc1c[nH]cn1",NCCc1c[nH]cn1
API-001,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
TH-302,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+]([O-])=O,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+]([O-])=O
TAK-733,"Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O, Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O",Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O
VP-20629,OC(=O)CCc1c[nH]c2ccccc12,OC(=O)CCc1c[nH]c2ccccc12
paclitaxel,"CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1, CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1, CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1, CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1, CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1",CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1
riluzole,"Nc1nc2ccc(OC(F)(F)F)cc2s1, Nc1nc2ccc(OC(F)(F)F)cc2s1, Nc1nc2ccc(OC(F)(F)F)cc2s1",Nc1nc2ccc(OC(F)(F)F)cc2s1
golvatinib,CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1,CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1
cefoperazone,"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O, CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O",CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O
fludarabine-phosphate,"Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O, Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O, Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O",Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
epitiostanol,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O
VX-222,C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]1CC[C@H](O)CC1)c1cc(sc1C(O)=O)C#CC(C)(C)C,C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]1CC[C@H](O)CC1)c1cc(sc1C(O)=O)C#CC(C)(C)C
fluorometholone,C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12,C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12
OMDM-2,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1
idarubicin,"C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O, C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O",C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O
WAY-161503,"Clc1cc2NC(=O)C3CNCCN3c2cc1Cl, Clc1cc2NC(=O)C3CNCCN3c2cc1Cl",Clc1cc2NC(=O)C3CNCCN3c2cc1Cl
costunolide,"C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1, C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1, C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1",C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1
E-4031,"Cc1cccc(CCN2CCC(CC2)C(=O)c2ccc(NS(C)(=O)=O)cc2)n1, Cc1cccc(CCN2CCC(CC2)C(=O)c2ccc(NS(C)(=O)=O)cc2)n1",Cc1cccc(CCN2CCC(CC2)C(=O)c2ccc(NS(C)(=O)=O)cc2)n1
PD-173074,"CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1, CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1, CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1",CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
indirubin-3-monoxime,O\N=C1c2ccccc2NC/1=C1\C(=O)Nc2ccccc12,O\N=C1c2ccccc2NC/1=C1\C(=O)Nc2ccccc12
WYE-354,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1
ICI-63197,"CCCn1c2nc(N)nn2cc(C)c1=O, CCCn1c2nc(N)nn2cc(C)c1=O",CCCn1c2nc(N)nn2cc(C)c1=O
chuanxiongzine,Cc1nc(C)c(C)nc1C,Cc1nc(C)c(C)nc1C
IRL-2500,CN([C@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O)C(=O)c1cc(C)cc(C)c1,CN([C@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O)C(=O)c1cc(C)cc(C)c1
2-deoxyglucose,OC[C@H]1O[C@H](O)C[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O)C[C@@H](O)[C@@H]1O
RHC-80267,"O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1, O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1",O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1
exifone,"Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O, Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O",Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O
eticlopride,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC
cerulenin,C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O
